Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Request Day,Trip Duration(minutes)
3810,City,16,Cancelled,2016-07-13 21:06,,21,Wednesday,
3811,Airport,,No Cars Available,2016-07-13 21:02,,21,Wednesday,
3812,City,,No Cars Available,2016-07-13 21:09,,21,Wednesday,
3813,Airport,19,Trip Completed,2016-07-13 21:06,2016-07-13 21:46,21,Wednesday,40
3814,Airport,,No Cars Available,2016-07-13 21:11,,21,Wednesday,
3815,Airport,,No Cars Available,2016-07-13 21:07,,21,Wednesday,
3816,Airport,,No Cars Available,2016-07-13 21:09,,21,Wednesday,
3817,Airport,299,Trip Completed,2016-07-13 21:12,2016-07-13 22:05,21,Wednesday,53
3818,Airport,114,Cancelled,2016-07-13 21:06,,21,Wednesday,
3819,Airport,160,Trip Completed,2016-07-13 21:08,2016-07-13 21:48,21,Wednesday,40
3820,Airport,280,Cancelled,2016-07-13 21:07,,21,Wednesday,
3821,Airport,,No Cars Available,2016-07-13 21:10,,21,Wednesday,
3822,Airport,14,Cancelled,2016-07-13 21:10,,21,Wednesday,
3823,Airport,,No Cars Available,2016-07-13 21:20,,21,Wednesday,
3824,Airport,,No Cars Available,2016-07-13 21:22,,21,Wednesday,
3825,Airport,,No Cars Available,2016-07-13 21:14,,21,Wednesday,
3826,Airport,80,Trip Completed,2016-07-13 21:16,2016-07-13 21:51,21,Wednesday,35
3827,City,276,Trip Completed,2016-07-13 21:10,2016-07-13 22:09,21,Wednesday,59
3828,City,,No Cars Available,2016-07-13 21:20,,21,Wednesday,
3829,Airport,,No Cars Available,2016-07-13 21:13,,21,Wednesday,
3830,Airport,283,Trip Completed,2016-07-13 21:14,2016-07-13 22:02,21,Wednesday,48
3831,Airport,173,Trip Completed,2016-07-13 21:16,2016-07-13 22:16,21,Wednesday,60
3832,Airport,,No Cars Available,2016-07-13 21:23,,21,Wednesday,
3833,Airport,,No Cars Available,2016-07-13 21:18,,21,Wednesday,
3834,City,214,Trip Completed,2016-07-13 21:21,2016-07-13 22:29,21,Wednesday,68
3835,Airport,,No Cars Available,2016-07-13 21:27,,21,Wednesday,
3836,Airport,,No Cars Available,2016-07-13 21:21,,21,Wednesday,
3837,Airport,,No Cars Available,2016-07-13 21:27,,21,Wednesday,
3838,Airport,,No Cars Available,2016-07-13 21:28,,21,Wednesday,
3839,Airport,287,Cancelled,2016-07-13 21:28,,21,Wednesday,
3840,Airport,140,Cancelled,2016-07-13 21:33,,21,Wednesday,
3841,Airport,164,Cancelled,2016-07-13 21:33,,21,Wednesday,
3842,Airport,,No Cars Available,2016-07-13 21:33,,21,Wednesday,
3843,City,242,Trip Completed,2016-07-13 21:22,2016-07-13 22:15,21,Wednesday,53
3844,Airport,,No Cars Available,2016-07-13 21:28,,21,Wednesday,
3845,Airport,,No Cars Available,2016-07-13 21:30,,21,Wednesday,
3846,Airport,,No Cars Available,2016-07-13 21:25,,21,Wednesday,
3847,Airport,237,Trip Completed,2016-07-13 21:36,2016-07-13 22:33,21,Wednesday,57
3848,Airport,,No Cars Available,2016-07-13 21:34,,21,Wednesday,
3849,City,121,Cancelled,2016-07-13 21:36,,21,Wednesday,
3850,Airport,192,Trip Completed,2016-07-13 21:27,2016-07-13 22:05,21,Wednesday,38
3851,Airport,,No Cars Available,2016-07-13 21:38,,21,Wednesday,
3852,Airport,296,Trip Completed,2016-07-13 21:38,2016-07-13 22:24,21,Wednesday,46
3853,Airport,,No Cars Available,2016-07-13 21:34,,21,Wednesday,
3854,Airport,,No Cars Available,2016-07-13 21:37,,21,Wednesday,
3855,Airport,,No Cars Available,2016-07-13 21:36,,21,Wednesday,
3856,Airport,36,Trip Completed,2016-07-13 21:34,2016-07-13 22:26,21,Wednesday,52
3857,City,170,Trip Completed,2016-07-13 21:34,2016-07-13 22:46,21,Wednesday,72
3858,Airport,,No Cars Available,2016-07-13 21:38,,21,Wednesday,
3859,Airport,114,Trip Completed,2016-07-13 21:38,2016-07-13 22:28,21,Wednesday,50
3860,Airport,,No Cars Available,2016-07-13 21:36,,21,Wednesday,
3861,Airport,,No Cars Available,2016-07-13 21:47,,21,Wednesday,
3862,City,,No Cars Available,2016-07-13 21:37,,21,Wednesday,
3863,City,166,Trip Completed,2016-07-13 21:44,2016-07-13 22:50,21,Wednesday,66
3864,Airport,,No Cars Available,2016-07-13 21:45,,21,Wednesday,
3865,City,15,Trip Completed,2016-07-13 21:52,2016-07-13 22:21,21,Wednesday,29
3866,Airport,63,Cancelled,2016-07-13 21:40,,21,Wednesday,
3867,City,284,Trip Completed,2016-07-13 21:45,2016-07-13 22:24,21,Wednesday,39
3868,Airport,,No Cars Available,2016-07-13 21:48,,21,Wednesday,
3869,Airport,,No Cars Available,2016-07-13 21:43,,21,Wednesday,
3870,Airport,,No Cars Available,2016-07-13 21:48,,21,Wednesday,
3871,Airport,,No Cars Available,2016-07-13 21:49,,21,Wednesday,
3872,City,251,Trip Completed,2016-07-13 21:51,2016-07-13 22:54,21,Wednesday,63
3873,Airport,,No Cars Available,2016-07-13 21:47,,21,Wednesday,
3874,Airport,,No Cars Available,2016-07-13 21:54,,21,Wednesday,
3875,Airport,,No Cars Available,2016-07-13 21:59,,21,Wednesday,
3876,Airport,,No Cars Available,2016-07-13 21:58,,21,Wednesday,
3877,Airport,,No Cars Available,2016-07-13 21:53,,21,Wednesday,
3878,Airport,,No Cars Available,2016-07-13 21:51,,21,Wednesday,
3879,Airport,1,Trip Completed,2016-07-13 21:57,2016-07-13 22:28,21,Wednesday,31
3880,Airport,178,Trip Completed,2016-07-13 21:54,2016-07-13 22:35,21,Wednesday,41
3881,Airport,3,Trip Completed,2016-07-13 21:54,2016-07-13 22:51,21,Wednesday,57
3882,City,6,Trip Completed,2016-07-13 21:53,2016-07-13 22:45,21,Wednesday,52
3883,Airport,210,Cancelled,2016-07-13 21:56,,21,Wednesday,
3884,Airport,,No Cars Available,2016-07-13 21:51,,21,Wednesday,
3885,Airport,,No Cars Available,2016-07-13 21:53,,21,Wednesday,
3886,Airport,,No Cars Available,2016-07-13 21:53,,21,Wednesday,
3888,Airport,,No Cars Available,2016-07-13 21:57,,21,Wednesday,
3889,Airport,148,Trip Completed,2016-07-13 21:53,2016-07-13 22:32,21,Wednesday,39
3890,Airport,172,Cancelled,2016-07-13 22:01,,22,Wednesday,
3891,Airport,,No Cars Available,2016-07-13 21:57,,21,Wednesday,
3892,Airport,,No Cars Available,2016-07-13 22:05,,22,Wednesday,
3893,Airport,,No Cars Available,2016-07-13 21:56,,21,Wednesday,
3894,Airport,,No Cars Available,2016-07-13 21:52,,21,Wednesday,
3895,Airport,,No Cars Available,2016-07-13 22:01,,22,Wednesday,
3896,City,116,Trip Completed,2016-07-13 21:55,2016-07-13 22:54,21,Wednesday,59
3897,Airport,109,Trip Completed,2016-07-13 22:00,2016-07-13 22:37,22,Wednesday,37
3898,Airport,,No Cars Available,2016-07-13 21:59,,21,Wednesday,
3899,Airport,,No Cars Available,2016-07-13 22:05,,22,Wednesday,
3900,Airport,,No Cars Available,2016-07-13 22:03,,22,Wednesday,
3901,Airport,,No Cars Available,2016-07-13 22:09,,22,Wednesday,
3902,Airport,,No Cars Available,2016-07-13 22:09,,22,Wednesday,
3903,Airport,,No Cars Available,2016-07-13 22:11,,22,Wednesday,
3904,Airport,,No Cars Available,2016-07-13 22:03,,22,Wednesday,
3905,City,258,Trip Completed,2016-07-13 22:06,2016-07-13 22:48,22,Wednesday,42
3906,Airport,,No Cars Available,2016-07-13 22:12,,22,Wednesday,
3907,Airport,,No Cars Available,2016-07-13 22:12,,22,Wednesday,
3908,Airport,50,Trip Completed,2016-07-13 22:07,2016-07-13 23:15,22,Wednesday,68
3909,City,295,Cancelled,2016-07-13 22:13,,22,Wednesday,
3910,Airport,,No Cars Available,2016-07-13 22:05,,22,Wednesday,
3911,Airport,,No Cars Available,2016-07-13 22:14,,22,Wednesday,
3912,Airport,,No Cars Available,2016-07-13 22:12,,22,Wednesday,
3913,Airport,96,Trip Completed,2016-07-13 22:14,2016-07-13 22:56,22,Wednesday,42
3914,City,273,Trip Completed,2016-07-13 22:09,2016-07-13 22:40,22,Wednesday,31
3915,City,279,Trip Completed,2016-07-13 22:08,2016-07-13 23:26,22,Wednesday,78
3916,City,101,Trip Completed,2016-07-13 22:08,2016-07-13 23:22,22,Wednesday,74
3917,City,183,Trip Completed,2016-07-13 22:15,2016-07-13 23:23,22,Wednesday,68
3918,City,,No Cars Available,2016-07-13 22:12,,22,Wednesday,
3919,Airport,,No Cars Available,2016-07-13 22:23,,22,Wednesday,
3920,City,57,Cancelled,2016-07-13 22:16,,22,Wednesday,
3921,City,,No Cars Available,2016-07-13 22:23,,22,Wednesday,
3922,City,,No Cars Available,2016-07-13 22:18,,22,Wednesday,
3923,City,,No Cars Available,2016-07-13 22:18,,22,Wednesday,
3924,Airport,66,Trip Completed,2016-07-13 22:21,2016-07-13 23:04,22,Wednesday,43
3925,Airport,176,Trip Completed,2016-07-13 22:26,2016-07-13 23:25,22,Wednesday,59
3926,Airport,,No Cars Available,2016-07-13 22:23,,22,Wednesday,
3927,City,175,Trip Completed,2016-07-13 22:22,2016-07-13 23:21,22,Wednesday,59
3928,City,,No Cars Available,2016-07-13 22:14,,22,Wednesday,
3929,Airport,,No Cars Available,2016-07-13 22:28,,22,Wednesday,
3930,City,,No Cars Available,2016-07-13 22:22,,22,Wednesday,
3931,Airport,,No Cars Available,2016-07-13 22:21,,22,Wednesday,
3932,Airport,227,Trip Completed,2016-07-13 22:23,2016-07-13 23:34,22,Wednesday,71
3933,Airport,,No Cars Available,2016-07-13 22:27,,22,Wednesday,
3934,Airport,74,Trip Completed,2016-07-13 22:20,2016-07-13 23:25,22,Wednesday,65
3935,Airport,300,Trip Completed,2016-07-13 22:26,2016-07-13 23:43,22,Wednesday,77
3936,City,,No Cars Available,2016-07-13 22:30,,22,Wednesday,
3937,City,,No Cars Available,2016-07-13 22:28,,22,Wednesday,
3938,City,,No Cars Available,2016-07-13 22:37,,22,Wednesday,
3939,Airport,16,Trip Completed,2016-07-13 22:26,2016-07-13 22:55,22,Wednesday,29
3940,City,137,Trip Completed,2016-07-13 22:23,2016-07-13 23:09,22,Wednesday,46
3941,City,,No Cars Available,2016-07-13 22:30,,22,Wednesday,
3942,Airport,180,Trip Completed,2016-07-13 22:36,2016-07-13 23:42,22,Wednesday,66
3943,Airport,18,Trip Completed,2016-07-13 22:35,2016-07-13 23:33,22,Wednesday,58
3944,City,79,Trip Completed,2016-07-13 22:33,2016-07-13 23:09,22,Wednesday,36
3945,City,155,Trip Completed,2016-07-13 22:33,2016-07-13 23:16,22,Wednesday,43
3946,Airport,,No Cars Available,2016-07-13 22:36,,22,Wednesday,
3947,Airport,85,Trip Completed,2016-07-13 22:39,2016-07-13 23:15,22,Wednesday,36
3948,Airport,126,Trip Completed,2016-07-13 22:37,2016-07-13 23:13,22,Wednesday,36
3949,City,,No Cars Available,2016-07-13 22:40,,22,Wednesday,
3950,City,268,Trip Completed,2016-07-13 22:41,2016-07-13 23:34,22,Wednesday,53
3951,Airport,,No Cars Available,2016-07-13 22:46,,22,Wednesday,
3952,City,158,Trip Completed,2016-07-13 22:45,2016-07-13 23:41,22,Wednesday,56
3953,Airport,231,Trip Completed,2016-07-13 22:49,2016-07-13 23:52,22,Wednesday,63
3954,Airport,43,Trip Completed,2016-07-13 22:43,2016-07-14 00:03,22,Wednesday,80
3955,Airport,64,Trip Completed,2016-07-13 22:56,2016-07-13 23:50,22,Wednesday,54
3956,Airport,98,Trip Completed,2016-07-13 22:47,2016-07-13 23:41,22,Wednesday,54
3957,City,117,Trip Completed,2016-07-13 22:42,2016-07-13 23:43,22,Wednesday,61
3958,Airport,,No Cars Available,2016-07-13 22:46,,22,Wednesday,
3959,City,60,Trip Completed,2016-07-13 22:51,2016-07-13 23:25,22,Wednesday,34
3960,Airport,277,Trip Completed,2016-07-13 22:52,2016-07-13 23:33,22,Wednesday,41
3961,City,,No Cars Available,2016-07-13 22:50,,22,Wednesday,
3962,City,,No Cars Available,2016-07-13 22:47,,22,Wednesday,
3963,Airport,,No Cars Available,2016-07-13 22:55,,22,Wednesday,
3964,City,51,Trip Completed,2016-07-13 22:53,2016-07-13 23:34,22,Wednesday,41
3965,Airport,185,Trip Completed,2016-07-13 22:50,2016-07-13 23:20,22,Wednesday,30
3966,Airport,26,Trip Completed,2016-07-13 22:50,2016-07-13 23:27,22,Wednesday,37
3967,City,,No Cars Available,2016-07-13 22:57,,22,Wednesday,
3968,Airport,,No Cars Available,2016-07-13 22:59,,22,Wednesday,
3969,Airport,163,Trip Completed,2016-07-13 22:58,2016-07-13 23:58,22,Wednesday,60
3970,Airport,225,Trip Completed,2016-07-13 22:57,2016-07-14 00:13,22,Wednesday,76
3971,City,,No Cars Available,2016-07-13 22:59,,22,Wednesday,
3972,City,,No Cars Available,2016-07-13 23:00,,23,Wednesday,
3973,City,113,Trip Completed,2016-07-13 22:58,2016-07-13 23:51,22,Wednesday,53
3974,City,224,Cancelled,2016-07-13 23:04,,23,Wednesday,
3975,City,,No Cars Available,2016-07-13 23:04,,23,Wednesday,
3976,City,,No Cars Available,2016-07-13 23:07,,23,Wednesday,
3977,Airport,78,Trip Completed,2016-07-13 23:13,2016-07-13 23:50,23,Wednesday,37
3978,City,112,Trip Completed,2016-07-13 23:18,2016-07-13 23:46,23,Wednesday,28
3979,City,287,Trip Completed,2016-07-13 23:16,2016-07-13 23:46,23,Wednesday,30
3980,City,,No Cars Available,2016-07-13 23:16,,23,Wednesday,
3981,Airport,33,Trip Completed,2016-07-13 23:13,2016-07-13 23:38,23,Wednesday,25
3982,Airport,48,Trip Completed,2016-07-13 23:16,2016-07-14 00:34,23,Wednesday,78
3983,City,284,Cancelled,2016-07-13 23:19,,23,Wednesday,
3984,Airport,,No Cars Available,2016-07-13 23:17,,23,Wednesday,
3985,Airport,159,Trip Completed,2016-07-13 23:15,2016-07-14 00:33,23,Wednesday,78
3986,Airport,,No Cars Available,2016-07-13 23:17,,23,Wednesday,
3987,City,125,Trip Completed,2016-07-13 23:18,2016-07-13 23:57,23,Wednesday,39
3988,City,,No Cars Available,2016-07-13 23:23,,23,Wednesday,
3989,City,89,Trip Completed,2016-07-13 23:21,2016-07-14 00:31,23,Wednesday,70
3990,Airport,140,Trip Completed,2016-07-13 23:20,2016-07-13 23:50,23,Wednesday,30
3991,City,156,Trip Completed,2016-07-13 23:24,2016-07-14 00:06,23,Wednesday,42
3992,City,42,Trip Completed,2016-07-13 23:24,2016-07-14 00:04,23,Wednesday,40
3993,City,105,Trip Completed,2016-07-13 23:31,2016-07-14 00:14,23,Wednesday,43
3994,Airport,218,Trip Completed,2016-07-13 23:21,2016-07-14 00:07,23,Wednesday,46
3995,City,,No Cars Available,2016-07-13 23:36,,23,Wednesday,
3996,Airport,90,Trip Completed,2016-07-13 23:36,2016-07-14 00:35,23,Wednesday,59
3997,Airport,162,Trip Completed,2016-07-13 23:36,2016-07-14 00:22,23,Wednesday,46
3998,Airport,,No Cars Available,2016-07-13 23:39,,23,Wednesday,
3999,Airport,212,Trip Completed,2016-07-13 23:40,2016-07-14 00:44,23,Wednesday,64
4000,City,,No Cars Available,2016-07-13 23:47,,23,Wednesday,
4001,City,,No Cars Available,2016-07-13 23:39,,23,Wednesday,
4002,City,49,Trip Completed,2016-07-13 23:39,2016-07-14 00:50,23,Wednesday,71
4003,Airport,188,Trip Completed,2016-07-13 23:40,2016-07-14 00:38,23,Wednesday,58
4004,City,62,Trip Completed,2016-07-13 23:40,2016-07-14 00:21,23,Wednesday,41
4005,Airport,241,Trip Completed,2016-07-13 23:44,2016-07-14 00:48,23,Wednesday,64
4006,City,,No Cars Available,2016-07-13 23:45,,23,Wednesday,
4007,City,185,Trip Completed,2016-07-13 23:46,2016-07-14 00:23,23,Wednesday,37
4008,City,221,Cancelled,2016-07-13 23:43,,23,Wednesday,
4009,Airport,250,Trip Completed,2016-07-13 23:50,2016-07-14 00:23,23,Wednesday,33
4010,Airport,,No Cars Available,2016-07-13 23:50,,23,Wednesday,
4011,City,115,Cancelled,2016-07-13 23:45,,23,Wednesday,
4012,Airport,134,Trip Completed,2016-07-13 23:54,2016-07-14 00:37,23,Wednesday,43
4013,City,,No Cars Available,2016-07-13 23:53,,23,Wednesday,
4014,City,,No Cars Available,2016-07-13 23:56,,23,Wednesday,
4015,City,,No Cars Available,2016-07-13 23:52,,23,Wednesday,
4016,City,,No Cars Available,2016-07-13 23:59,,23,Wednesday,
4017,City,,No Cars Available,2016-07-13 23:50,,23,Wednesday,
4018,Airport,298,Trip Completed,2016-07-13 23:57,2016-07-14 01:02,23,Wednesday,65
4019,City,78,Cancelled,2016-07-13 00:00,,0,Wednesday,
4020,Airport,,No Cars Available,2016-07-13 00:02,,0,Wednesday,
4021,City,132,Cancelled,2016-07-13 23:56,,23,Wednesday,
4022,City,,No Cars Available,2016-07-13 00:07,,0,Wednesday,
4023,City,9,Trip Completed,2016-07-13 23:58,2016-07-14 00:58,23,Wednesday,60
4024,Airport,179,Trip Completed,2016-07-13 00:06,2016-07-13 00:42,0,Wednesday,36
4025,City,,No Cars Available,2016-07-13 00:12,,0,Wednesday,
4026,City,,No Cars Available,2016-07-13 00:08,,0,Wednesday,
4027,City,132,Trip Completed,2016-07-13 00:07,2016-07-13 01:25,0,Wednesday,78
4028,City,,No Cars Available,2016-07-14 00:09,,0,Thursday,
4029,City,,No Cars Available,2016-07-14 00:14,,0,Thursday,
4030,City,100,Trip Completed,2016-07-14 00:13,2016-07-14 00:47,0,Thursday,34
4031,City,186,Trip Completed,2016-07-14 00:22,2016-07-14 00:55,0,Thursday,33
4032,City,,No Cars Available,2016-07-14 00:15,,0,Thursday,
4033,Airport,,No Cars Available,2016-07-14 00:25,,0,Thursday,
4034,City,,No Cars Available,2016-07-14 00:29,,0,Thursday,
4035,Airport,,No Cars Available,2016-07-14 00:31,,0,Thursday,
4036,Airport,,No Cars Available,2016-07-14 00:31,,0,Thursday,
4037,Airport,196,Trip Completed,2016-07-14 00:32,2016-07-14 01:17,0,Thursday,45
4038,Airport,,No Cars Available,2016-07-14 00:34,,0,Thursday,
4039,City,238,Trip Completed,2016-07-14 00:38,2016-07-14 01:48,0,Thursday,70
4040,Airport,182,Trip Completed,2016-07-14 00:38,2016-07-14 01:50,0,Thursday,72
4041,Airport,297,Trip Completed,2016-07-14 00:38,2016-07-14 01:12,0,Thursday,34
4042,Airport,,No Cars Available,2016-07-14 00:39,,0,Thursday,
4043,City,254,Trip Completed,2016-07-14 00:42,2016-07-14 01:51,0,Thursday,69
4044,Airport,,No Cars Available,2016-07-14 00:51,,0,Thursday,
4045,Airport,111,Trip Completed,2016-07-14 00:56,2016-07-14 01:22,0,Thursday,26
4046,City,,No Cars Available,2016-07-14 00:57,,0,Thursday,
4047,City,,No Cars Available,2016-07-14 01:00,,1,Thursday,
4048,Airport,,No Cars Available,2016-07-14 01:03,,1,Thursday,
4049,City,55,Trip Completed,2016-07-14 01:03,2016-07-14 02:26,1,Thursday,83
4050,City,,No Cars Available,2016-07-14 01:10,,1,Thursday,
4051,City,288,Trip Completed,2016-07-14 01:09,2016-07-14 02:09,1,Thursday,60
4052,City,,No Cars Available,2016-07-14 01:16,,1,Thursday,
4053,Airport,,No Cars Available,2016-07-14 01:15,,1,Thursday,
4054,City,,No Cars Available,2016-07-14 01:23,,1,Thursday,
4055,City,,No Cars Available,2016-07-14 01:22,,1,Thursday,
4056,City,,No Cars Available,2016-07-14 01:25,,1,Thursday,
4057,City,,No Cars Available,2016-07-14 01:29,,1,Thursday,
4058,Airport,,No Cars Available,2016-07-14 01:27,,1,Thursday,
4059,City,,No Cars Available,2016-07-14 01:35,,1,Thursday,
4060,City,236,Trip Completed,2016-07-14 01:37,2016-07-14 02:35,1,Thursday,58
4061,City,,No Cars Available,2016-07-14 01:33,,1,Thursday,
4062,Airport,,No Cars Available,2016-07-14 01:42,,1,Thursday,
4063,City,,No Cars Available,2016-07-14 01:36,,1,Thursday,
4064,City,,No Cars Available,2016-07-14 01:48,,1,Thursday,
4065,City,222,Trip Completed,2016-07-14 01:54,2016-07-14 02:43,1,Thursday,49
4066,Airport,117,Trip Completed,2016-07-14 01:56,2016-07-14 03:07,1,Thursday,71
4067,City,,No Cars Available,2016-07-14 02:00,,2,Thursday,
4068,Airport,,No Cars Available,2016-07-14 01:59,,1,Thursday,
4069,City,,No Cars Available,2016-07-14 02:02,,2,Thursday,
4070,City,,No Cars Available,2016-07-14 02:03,,2,Thursday,
4071,City,,No Cars Available,2016-07-14 02:03,,2,Thursday,
4072,City,,No Cars Available,2016-07-14 02:04,,2,Thursday,
4073,City,157,Trip Completed,2016-07-14 02:10,2016-07-14 02:54,2,Thursday,44
4074,City,,No Cars Available,2016-07-14 02:18,,2,Thursday,
4075,City,4,Trip Completed,2016-07-14 02:17,2016-07-14 03:21,2,Thursday,64
4076,Airport,,No Cars Available,2016-07-14 02:16,,2,Thursday,
4077,Airport,12,Trip Completed,2016-07-14 02:14,2016-07-14 03:13,2,Thursday,59
4078,City,106,Trip Completed,2016-07-14 02:10,2016-07-14 03:05,2,Thursday,55
4079,Airport,55,Trip Completed,2016-07-14 02:31,2016-07-14 03:33,2,Thursday,62
4080,Airport,,No Cars Available,2016-07-14 02:29,,2,Thursday,
4081,Airport,6,Trip Completed,2016-07-14 02:37,2016-07-14 03:30,2,Thursday,53
4082,Airport,48,Trip Completed,2016-07-14 02:37,2016-07-14 03:23,2,Thursday,46
4083,City,,No Cars Available,2016-07-14 02:35,,2,Thursday,
4084,Airport,139,Trip Completed,2016-07-14 02:44,2016-07-14 03:44,2,Thursday,60
4085,Airport,207,Trip Completed,2016-07-14 02:42,2016-07-14 03:28,2,Thursday,46
4086,City,,No Cars Available,2016-07-14 02:46,,2,Thursday,
4087,City,176,Trip Completed,2016-07-14 02:52,2016-07-14 03:57,2,Thursday,65
4088,City,,No Cars Available,2016-07-14 02:53,,2,Thursday,
4089,City,,No Cars Available,2016-07-14 02:52,,2,Thursday,
4090,Airport,,No Cars Available,2016-07-14 02:55,,2,Thursday,
4091,Airport,220,Trip Completed,2016-07-14 03:00,2016-07-14 03:36,3,Thursday,36
4092,City,227,Cancelled,2016-07-14 02:55,,2,Thursday,
4093,City,119,Trip Completed,2016-07-14 03:06,2016-07-14 04:03,3,Thursday,57
4094,City,182,Trip Completed,2016-07-14 03:09,2016-07-14 03:44,3,Thursday,35
4095,Airport,,No Cars Available,2016-07-14 03:10,,3,Thursday,
4096,City,,No Cars Available,2016-07-14 03:13,,3,Thursday,
4097,City,84,Trip Completed,2016-07-14 03:15,2016-07-14 04:05,3,Thursday,50
4098,City,145,Trip Completed,2016-07-14 03:11,2016-07-14 03:59,3,Thursday,48
4099,City,,No Cars Available,2016-07-14 03:22,,3,Thursday,
4100,Airport,,No Cars Available,2016-07-14 03:30,,3,Thursday,
4101,City,,No Cars Available,2016-07-14 03:31,,3,Thursday,
4102,Airport,,No Cars Available,2016-07-14 03:38,,3,Thursday,
4103,Airport,,No Cars Available,2016-07-14 03:39,,3,Thursday,
4104,Airport,,No Cars Available,2016-07-14 03:38,,3,Thursday,
4105,City,7,Trip Completed,2016-07-14 03:39,2016-07-14 04:39,3,Thursday,60
4106,City,,No Cars Available,2016-07-14 03:45,,3,Thursday,
4107,City,,No Cars Available,2016-07-14 03:51,,3,Thursday,
4108,City,68,Trip Completed,2016-07-14 03:56,2016-07-14 04:38,3,Thursday,42
4109,City,,No Cars Available,2016-07-14 04:02,,4,Thursday,
4110,Airport,,No Cars Available,2016-07-14 03:58,,3,Thursday,
4111,City,,No Cars Available,2016-07-14 04:06,,4,Thursday,
4112,Airport,,No Cars Available,2016-07-14 04:03,,4,Thursday,
4113,City,,No Cars Available,2016-07-14 04:00,,4,Thursday,
4114,City,273,Trip Completed,2016-07-14 04:04,2016-07-14 04:42,4,Thursday,38
4115,City,,No Cars Available,2016-07-14 04:11,,4,Thursday,
4116,Airport,,No Cars Available,2016-07-14 04:13,,4,Thursday,
4117,City,9,Trip Completed,2016-07-14 04:21,2016-07-14 05:07,4,Thursday,46
4118,Airport,35,Trip Completed,2016-07-14 04:28,2016-07-14 05:26,4,Thursday,58
4119,City,59,Trip Completed,2016-07-14 04:22,2016-07-14 05:42,4,Thursday,80
4120,City,,No Cars Available,2016-07-14 04:27,,4,Thursday,
4121,Airport,298,Trip Completed,2016-07-14 04:29,2016-07-14 05:07,4,Thursday,38
4122,Airport,233,Trip Completed,2016-07-14 04:30,2016-07-14 05:24,4,Thursday,54
4123,City,,No Cars Available,2016-07-14 04:38,,4,Thursday,
4124,City,,No Cars Available,2016-07-14 04:41,,4,Thursday,
4125,City,16,Trip Completed,2016-07-14 04:37,2016-07-14 05:46,4,Thursday,69
4126,City,188,Trip Completed,2016-07-14 04:40,2016-07-14 05:53,4,Thursday,73
4127,City,,No Cars Available,2016-07-14 04:46,,4,Thursday,
4128,City,177,Cancelled,2016-07-14 04:42,,4,Thursday,
4129,City,229,Cancelled,2016-07-14 04:42,,4,Thursday,
4130,City,277,Cancelled,2016-07-14 04:41,,4,Thursday,
4131,City,,No Cars Available,2016-07-14 04:41,,4,Thursday,
4132,City,,No Cars Available,2016-07-14 04:46,,4,Thursday,
4133,City,37,Cancelled,2016-07-14 04:45,,4,Thursday,
4134,City,182,Cancelled,2016-07-14 04:45,,4,Thursday,
4135,Airport,,No Cars Available,2016-07-14 04:49,,4,Thursday,
4136,City,173,Trip Completed,2016-07-14 04:46,2016-07-14 05:21,4,Thursday,35
4137,City,254,Cancelled,2016-07-14 04:48,,4,Thursday,
4138,City,,No Cars Available,2016-07-14 04:49,,4,Thursday,
4139,City,,No Cars Available,2016-07-14 04:48,,4,Thursday,
4140,City,24,Trip Completed,2016-07-14 04:48,2016-07-14 06:05,4,Thursday,77
4141,City,232,Cancelled,2016-07-14 04:46,,4,Thursday,
4142,City,,No Cars Available,2016-07-14 04:50,,4,Thursday,
4143,Airport,141,Trip Completed,2016-07-14 04:51,2016-07-14 05:40,4,Thursday,49
4144,City,266,Cancelled,2016-07-14 04:50,,4,Thursday,
4145,City,194,Cancelled,2016-07-14 04:56,,4,Thursday,
4146,City,34,Cancelled,2016-07-14 04:52,,4,Thursday,
4147,Airport,297,Trip Completed,2016-07-14 04:54,2016-07-14 06:00,4,Thursday,66
4148,City,52,Cancelled,2016-07-14 04:57,,4,Thursday,
4149,City,,No Cars Available,2016-07-14 04:59,,4,Thursday,
4150,City,107,Trip Completed,2016-07-14 04:51,2016-07-14 05:50,4,Thursday,59
4151,City,148,Trip Completed,2016-07-14 04:58,2016-07-14 06:08,4,Thursday,70
4152,City,,No Cars Available,2016-07-14 04:55,,4,Thursday,
4153,City,166,Cancelled,2016-07-14 04:59,,4,Thursday,
4154,City,211,Cancelled,2016-07-14 05:07,,5,Thursday,
4155,City,92,Cancelled,2016-07-14 05:06,,5,Thursday,
4156,City,142,Trip Completed,2016-07-14 05:07,2016-07-14 06:06,5,Thursday,59
4157,Airport,194,Trip Completed,2016-07-14 05:04,2016-07-14 05:32,5,Thursday,28
4158,City,299,Cancelled,2016-07-14 05:03,,5,Thursday,
4159,Airport,,No Cars Available,2016-07-14 05:05,,5,Thursday,
4160,City,213,Cancelled,2016-07-14 05:05,,5,Thursday,
4161,City,237,Cancelled,2016-07-14 05:06,,5,Thursday,
4162,City,76,Trip Completed,2016-07-14 05:06,2016-07-14 06:16,5,Thursday,70
4163,Airport,132,Cancelled,2016-07-14 05:08,,5,Thursday,
4164,City,299,Cancelled,2016-07-14 05:06,,5,Thursday,
4165,City,58,Cancelled,2016-07-14 05:07,,5,Thursday,
